,predicted,targets,R_mean
2500,7.0,9.0,0.21459106
2501,5.0,8.0,0.3178217
2502,7.0,8.0,0.19973092
2503,3.0,3.0,0.22643024
2504,6.0,6.0,0.06908712
2505,2.0,2.0,0.09545
2506,6.0,6.0,0.062158864
2507,6.0,6.0,0.11526166
2508,7.0,7.0,0.093357176
2509,8.0,8.0,0.02851791
2510,7.0,9.0,0.2758717
2511,4.0,4.0,0.20831145
2512,3.0,3.0,0.024338027
2513,0.0,0.0,0.108786404
2514,6.0,6.0,0.10261074
2515,6.0,9.0,0.0209464
2516,1.0,0.0,0.16405791
2517,5.0,6.0,0.06364994
2518,4.0,4.0,0.23940329
2519,2.0,2.0,0.21261585
2520,8.0,8.0,0.29742417
2521,0.0,0.0,0.23707297
2522,1.0,1.0,0.21345297
2523,2.0,9.0,0.021476492
2524,8.0,8.0,0.22038601
2525,2.0,2.0,0.16790298
2526,7.0,7.0,0.43938985
2527,3.0,3.0,0.06667613
2528,3.0,3.0,0.09917349
2529,2.0,2.0,0.17765911
2530,1.0,2.0,0.037282396
2531,2.0,2.0,0.17825918
2532,4.0,4.0,0.2694675
2533,8.0,8.0,0.26560292
2534,7.0,7.0,0.20088983
2535,3.0,9.0,0.08107838
2536,8.0,8.0,0.11271362
2537,5.0,5.0,0.29543868
2538,8.0,8.0,0.2148297
2539,5.0,5.0,0.045733064
2540,4.0,4.0,0.12730674
2541,1.0,1.0,0.28833562
2542,7.0,7.0,0.4364278
2543,8.0,9.0,0.10559696
2544,7.0,7.0,0.26783854
2545,7.0,7.0,0.18942475
2546,5.0,5.0,0.14644264
2547,5.0,5.0,0.45058995
2548,0.0,0.0,0.35130447
2549,0.0,0.0,0.03232717
2550,2.0,2.0,0.10264429
2551,8.0,8.0,0.18144815
2552,4.0,4.0,0.1975139
2553,7.0,7.0,0.029020486
2554,9.0,9.0,0.08635796
2555,5.0,5.0,0.071321905
2556,5.0,5.0,0.16003756
2557,5.0,9.0,0.21106839
2558,2.0,2.0,0.010252144
2559,1.0,1.0,0.32534462
2560,8.0,8.0,0.2815667
2561,9.0,9.0,0.2702502
2562,2.0,1.0,0.20054774
2563,3.0,3.0,0.1757927
2564,3.0,9.0,0.32048917
2565,6.0,6.0,0.13188536
2566,7.0,7.0,0.032867152
2567,7.0,9.0,0.076799035
2568,3.0,3.0,0.18208697
2569,7.0,7.0,0.4023578
2570,3.0,3.0,0.014838776
2571,0.0,0.0,0.17316233
2572,4.0,4.0,0.16038468
2573,2.0,2.0,0.020803358
2574,7.0,7.0,0.046035446
2575,4.0,2.0,0.1311133
2576,0.0,0.0,0.28235406
2577,4.0,4.0,0.23385485
2578,4.0,4.0,0.089559264
2579,2.0,2.0,0.07651352
2580,0.0,0.0,0.183999
2581,4.0,4.0,0.18391606
2582,5.0,6.0,0.024893127
2583,2.0,2.0,0.028084481
2584,0.0,0.0,0.13861363
2585,1.0,1.0,0.0849109
2586,4.0,4.0,0.40021008
2587,6.0,6.0,0.109101735
2588,7.0,7.0,0.39360335
2589,3.0,3.0,0.25105575
2590,3.0,3.0,0.3380205
2591,3.0,3.0,0.62715983
2592,8.0,8.0,0.014038247
2593,5.0,5.0,0.4094758
2594,1.0,1.0,0.13490191
2595,2.0,2.0,0.07577311
2596,5.0,5.0,0.2866159
2597,5.0,8.0,0.008676671
2598,2.0,2.0,0.08126318
2599,9.0,9.0,0.11607925
2600,3.0,3.0,0.32904452
2601,6.0,6.0,0.03093892
2602,2.0,2.0,0.25077525
2603,0.0,0.0,0.1060899
2604,2.0,7.0,0.027918076
2605,4.0,0.0,0.08772488
2606,8.0,8.0,0.19748269
2607,0.0,0.0,0.11595506
2608,5.0,2.0,0.121529534
2609,2.0,2.0,0.07707044
2610,4.0,4.0,0.023464706
2611,4.0,4.0,0.041803524
2612,5.0,5.0,0.58719724
2613,5.0,1.0,0.29370418
2614,1.0,0.0,0.09643117
2615,6.0,6.0,0.38695702
2616,6.0,6.0,0.021553393
2617,4.0,4.0,0.11722762
2618,2.0,0.0,0.29269555
2619,5.0,5.0,0.078109965
2620,2.0,7.0,0.04019807
2621,0.0,6.0,0.04232817
2622,6.0,8.0,0.20298937
2623,4.0,9.0,0.24274686
2624,2.0,2.0,0.044553783
2625,3.0,3.0,0.3899666
2626,6.0,6.0,0.09415008
2627,9.0,9.0,0.30538863
2628,0.0,0.0,0.62162495
2629,8.0,0.0,0.011108932
2630,0.0,8.0,0.07508707
2631,0.0,0.0,0.06389466
2632,6.0,7.0,0.30114678
2633,3.0,3.0,0.19268851
2634,6.0,6.0,0.012388793
2635,3.0,3.0,0.5311991
2636,8.0,9.0,0.4597169
2637,1.0,1.0,0.21896999
2638,8.0,8.0,0.034228906
2639,5.0,9.0,0.26496747
2640,0.0,0.0,0.17492546
2641,6.0,6.0,0.25477034
2642,2.0,0.0,0.24250628
2643,7.0,7.0,0.0050285687
2644,2.0,7.0,0.077751175
2645,9.0,9.0,0.23335457
2646,2.0,2.0,0.07587526
2647,3.0,3.0,0.44714975
2648,0.0,0.0,0.23186277
2649,1.0,1.0,0.6480198
2650,0.0,0.0,0.019123925
2651,1.0,1.0,0.026586581
2652,4.0,4.0,0.28587025
2653,5.0,5.0,0.1962709
2654,3.0,8.0,0.009514053
2655,0.0,0.0,0.15116481
2656,3.0,3.0,0.017732853
2657,0.0,0.0,0.5160647
2658,6.0,0.0,0.17634325
2659,2.0,7.0,0.13025963
2660,5.0,5.0,0.038097672
2661,0.0,0.0,0.3204574
2662,5.0,5.0,0.14114965
2663,1.0,1.0,0.5108631
2664,9.0,9.0,0.15874365
2665,2.0,2.0,0.03455264
2666,4.0,4.0,0.2789546
2667,3.0,3.0,0.15258893
2668,6.0,1.0,0.14886671
2669,4.0,4.0,0.17112081
2670,8.0,9.0,0.06856972
2671,4.0,4.0,0.09388337
2672,1.0,1.0,0.13693
2673,0.0,0.0,0.13545807
2674,5.0,5.0,0.1988537
2675,0.0,0.0,0.016844926
2676,1.0,1.0,0.48169133
2677,7.0,7.0,0.5632903
2678,5.0,5.0,0.23292801
2679,2.0,2.0,0.070006
2680,7.0,8.0,0.0637956
2681,1.0,1.0,0.28663197
2682,5.0,2.0,0.2871352
2683,2.0,2.0,0.25220373
2684,0.0,0.0,0.1062425
2685,7.0,7.0,0.35840127
2686,9.0,0.0,0.047599047
2687,5.0,5.0,0.019927928
2688,5.0,5.0,0.27581912
2689,6.0,6.0,0.22901113
2690,5.0,5.0,0.27433425
2691,4.0,4.0,0.014206469
2692,1.0,1.0,0.04432813
2693,2.0,7.0,0.3304477
2694,3.0,3.0,0.40126747
2695,2.0,7.0,0.17628768
2696,1.0,1.0,0.16824019
2697,5.0,6.0,0.023992324
2698,4.0,4.0,0.13309932
2699,0.0,0.0,0.088191785
2700,3.0,3.0,0.39665103
2701,3.0,3.0,0.029583376
2702,2.0,9.0,0.38447812
2703,2.0,2.0,0.16208306
2704,7.0,7.0,0.011448652
2705,5.0,5.0,0.117089
2706,3.0,3.0,0.08929511
2707,9.0,9.0,0.22238229
2708,8.0,8.0,0.43069395
2709,9.0,9.0,0.120135576
2710,1.0,1.0,0.34880522
2711,6.0,6.0,0.22089988
2712,3.0,7.0,0.05750293
2713,5.0,5.0,0.3442537
2714,1.0,1.0,0.077473156
2715,6.0,3.0,0.29696888
2716,1.0,1.0,0.18548693
2717,1.0,1.0,0.7470389
2718,6.0,6.0,0.55153126
2719,6.0,6.0,0.07621839
2720,2.0,7.0,0.12324202
2721,5.0,5.0,0.40363625
2722,1.0,1.0,0.03561528
2723,2.0,2.0,0.14476398
2724,2.0,2.0,0.087824136
2725,5.0,5.0,0.24076094
2726,5.0,5.0,0.17271596
2727,3.0,3.0,0.03850137
2728,8.0,8.0,0.41880095
2729,0.0,0.0,0.15805432
2730,1.0,1.0,0.5247343
2731,5.0,5.0,0.025853124
2732,2.0,2.0,0.4519556
2733,1.0,1.0,0.106445916
2734,5.0,4.0,0.2207301
2735,9.0,9.0,0.0624028
2736,6.0,6.0,0.109190375
2737,8.0,8.0,0.09941286
2738,2.0,2.0,0.1284114
2739,7.0,7.0,0.30068606
2740,5.0,5.0,0.38990614
2741,6.0,6.0,0.17248371
2742,7.0,7.0,0.37827587
2743,2.0,2.0,0.16189064
2744,2.0,2.0,0.2997184
2745,9.0,9.0,0.22895086
2746,2.0,2.0,0.3739634
2747,4.0,4.0,0.2785803
2748,6.0,6.0,0.22652337
2749,6.0,6.0,0.33863595
2750,6.0,6.0,0.036797635
2751,5.0,5.0,0.027676307
2752,6.0,7.0,0.2474981
2753,2.0,1.0,0.022663236
2754,1.0,0.0,0.28402653
2755,5.0,8.0,0.1557605
2756,3.0,3.0,0.35939628
2757,5.0,5.0,0.021184279
2758,8.0,9.0,0.12807833
2759,1.0,1.0,0.06398834
2760,0.0,0.0,0.4243395
2761,1.0,1.0,0.028562667
2762,4.0,4.0,0.22965652
2763,6.0,6.0,0.32887352
2764,4.0,4.0,0.29630736
2765,5.0,5.0,0.06581376
2766,6.0,6.0,0.5699908
2767,7.0,7.0,0.31948495
2768,7.0,7.0,0.40245622
2769,3.0,5.0,0.07883961
2770,4.0,4.0,0.20471226
2771,8.0,8.0,0.3081262
2772,5.0,5.0,0.23272091
2773,7.0,7.0,0.14698577
2774,6.0,6.0,0.12325884
2775,6.0,6.0,0.3601201
2776,2.0,2.0,0.11368984
2777,6.0,6.0,0.048831284
2778,5.0,5.0,0.12616463
2779,4.0,4.0,0.21419205
2780,4.0,4.0,0.3472913
2781,8.0,8.0,0.109352924
2782,4.0,4.0,0.24700664
2783,0.0,0.0,0.41442358
2784,0.0,0.0,0.17074586
2785,6.0,6.0,0.35763684
2786,2.0,2.0,0.18923792
2787,8.0,8.0,0.34767702
2788,0.0,0.0,0.14638168
2789,6.0,7.0,0.22378828
2790,3.0,3.0,0.4577959
2791,4.0,4.0,0.3569722
2792,3.0,3.0,0.037472744
2793,6.0,6.0,0.3450057
2794,6.0,6.0,0.2797748
2795,3.0,3.0,0.45273432
2796,5.0,9.0,0.083710976
2797,2.0,2.0,0.0017387378
2798,7.0,7.0,0.34227595
2799,4.0,4.0,0.39190027
2800,0.0,0.0,0.28044054
2801,3.0,3.0,0.03490676
2802,3.0,3.0,0.038815808
2803,7.0,7.0,0.0494471
2804,4.0,4.0,0.16956371
2805,0.0,0.0,0.21867177
2806,5.0,5.0,0.4426218
2807,3.0,3.0,0.051606677
2808,3.0,3.0,0.21668081
2809,5.0,5.0,0.16618408
2810,0.0,0.0,0.20822598
2811,4.0,4.0,0.38755053
2812,0.0,0.0,0.19754249
2813,1.0,1.0,0.023613164
2814,0.0,0.0,0.68596196
2815,3.0,3.0,0.041681647
2816,8.0,8.0,0.016806027
2817,3.0,3.0,0.24241588
2818,0.0,0.0,0.4398841
2819,8.0,9.0,0.0057905097
2820,2.0,1.0,0.07178175
2821,7.0,7.0,0.16740637
2822,1.0,1.0,0.19253485
2823,2.0,2.0,0.27737898
2824,3.0,3.0,0.27087957
2825,0.0,0.0,0.12442337
2826,6.0,6.0,0.35450754
2827,0.0,0.0,0.2821856
2828,2.0,2.0,0.041561928
2829,4.0,1.0,0.18220091
2830,7.0,5.0,0.20632271
2831,0.0,8.0,0.22960089
2832,2.0,2.0,0.4222491
2833,8.0,8.0,0.15794529
2834,1.0,1.0,0.15715219
2835,2.0,2.0,0.107039005
2836,2.0,2.0,0.1693646
2837,8.0,8.0,0.19885091
2838,9.0,9.0,0.06534454
2839,1.0,1.0,0.08683657
2840,2.0,2.0,0.35640693
2841,2.0,2.0,0.045786794
2842,8.0,8.0,0.2839034
2843,2.0,2.0,0.34116498
2844,6.0,7.0,0.13120838
2845,5.0,5.0,0.3014828
2846,5.0,5.0,0.2646012
2847,1.0,1.0,0.38733995
2848,1.0,1.0,0.18721591
2849,2.0,2.0,0.08468443
2850,3.0,3.0,0.23068571
2851,1.0,0.0,0.1582451
2852,1.0,0.0,0.041857067
2853,5.0,7.0,0.064732485
2854,1.0,4.0,0.25874785
2855,4.0,4.0,0.31083485
2856,1.0,1.0,0.29586208
2857,0.0,0.0,0.33971968
2858,8.0,8.0,0.20640619
2859,2.0,2.0,0.12605463
2860,4.0,4.0,0.020808771
2861,2.0,7.0,0.24417678
2862,6.0,6.0,0.5060403
2863,6.0,6.0,0.42840132
2864,3.0,3.0,0.29645684
2865,3.0,3.0,0.08473853
2866,2.0,2.0,0.0684641
2867,7.0,9.0,0.13471697
2868,1.0,1.0,0.29246193
2869,6.0,9.0,0.29016003
2870,2.0,2.0,0.019602695
2871,6.0,6.0,0.09583036
2872,2.0,2.0,0.12014672
2873,6.0,1.0,0.34344515
2874,7.0,7.0,0.20958103
2875,8.0,8.0,0.029263655
2876,8.0,8.0,0.09482775
2877,2.0,2.0,0.18576923
2878,7.0,8.0,0.38235137
2879,2.0,2.0,0.22901413
2880,7.0,4.0,0.018164152
2881,2.0,2.0,0.04747959
2882,1.0,1.0,0.31210387
2883,7.0,7.0,0.2651945
2884,5.0,5.0,0.17498282
2885,8.0,8.0,0.0008282416
2886,3.0,3.0,0.036773413
2887,8.0,8.0,0.13528082
2888,8.0,9.0,0.47743767
2889,4.0,4.0,0.5562279
2890,7.0,7.0,0.039679743
2891,0.0,0.0,0.55371064
2892,2.0,2.0,0.23480208
2893,2.0,2.0,0.3165549
2894,8.0,8.0,0.0032999003
2895,8.0,8.0,0.19182418
2896,6.0,6.0,0.015330748
2897,4.0,4.0,0.043098666
2898,2.0,2.0,0.19182925
2899,3.0,3.0,0.36489487
2900,0.0,0.0,0.45484877
2901,0.0,0.0,0.23474295
2902,1.0,1.0,0.24878497
2903,5.0,5.0,0.02377558
2904,0.0,0.0,0.28689915
2905,8.0,8.0,0.07701828
2906,3.0,6.0,0.15119627
2907,7.0,7.0,0.22076821
2908,1.0,7.0,0.08854072
2909,7.0,9.0,0.14379804
2910,8.0,8.0,0.016845217
2911,3.0,3.0,0.42516816
2912,8.0,8.0,0.38676092
2913,5.0,5.0,0.091203906
2914,3.0,3.0,0.32768962
2915,3.0,3.0,0.40983102
2916,1.0,1.0,0.15832491
2917,6.0,6.0,0.18074024
2918,9.0,9.0,0.17864376
2919,1.0,1.0,0.18710867
2920,3.0,3.0,0.17699979
2921,2.0,2.0,0.08693057
2922,1.0,1.0,0.106525354
2923,0.0,0.0,0.11428949
2924,2.0,2.0,0.2815621
2925,6.0,7.0,0.246092
2926,2.0,3.0,0.17692001
2927,1.0,1.0,0.1878435
2928,6.0,6.0,0.5055439
2929,9.0,9.0,0.18620723
2930,2.0,1.0,0.3071276
2931,2.0,0.0,0.5364259
2932,7.0,7.0,0.40741184
2933,6.0,6.0,0.015085131
2934,5.0,5.0,0.32204768
2935,3.0,3.0,0.09791325
2936,6.0,6.0,0.21743579
2937,6.0,6.0,0.09304827
2938,5.0,5.0,0.3915198
2939,0.0,0.0,0.39556673
2940,4.0,4.0,0.3530864
2941,4.0,9.0,0.5634518
2942,0.0,0.0,0.47846037
2943,4.0,4.0,0.109609395
2944,6.0,6.0,0.009344451
2945,6.0,6.0,0.04246369
2946,3.0,3.0,0.2129095
2947,4.0,4.0,0.28724387
2948,0.0,0.0,0.14376308
2949,1.0,1.0,0.21129955
2950,0.0,0.0,0.20172386
2951,4.0,4.0,0.24075833
2952,6.0,6.0,0.11887961
2953,6.0,6.0,0.056612108
2954,8.0,8.0,0.29575798
2955,0.0,0.0,0.41960225
2956,8.0,9.0,0.19120532
2957,4.0,7.0,0.021937435
2958,4.0,4.0,0.40819597
2959,5.0,5.0,0.13972771
2960,5.0,5.0,0.18202674
2961,7.0,7.0,0.36325216
2962,4.0,4.0,0.318215
2963,8.0,9.0,0.16594125
2964,7.0,7.0,0.15531245
2965,6.0,1.0,0.05616404
2966,4.0,4.0,0.11384514
2967,2.0,2.0,0.2519616
2968,6.0,6.0,0.58750767
2969,6.0,6.0,0.47797245
2970,3.0,5.0,0.05657414
2971,9.0,9.0,0.2612606
2972,5.0,5.0,0.1229337
2973,5.0,5.0,0.14241454
2974,5.0,5.0,0.5582192
2975,3.0,3.0,0.0005270313
2976,9.0,9.0,0.45134386
2977,5.0,5.0,0.469985
2978,5.0,5.0,0.4364933
2979,3.0,3.0,0.24993561
2980,2.0,2.0,0.22091775
2981,8.0,8.0,0.17141712
2982,6.0,6.0,0.34339193
2983,5.0,5.0,0.17927738
2984,6.0,6.0,0.048743237
2985,7.0,7.0,0.19000497
2986,6.0,6.0,0.11178762
2987,7.0,7.0,0.1618049
2988,8.0,8.0,0.27557945
2989,9.0,9.0,0.06889542
2990,8.0,4.0,0.051324937
2991,3.0,3.0,0.07415264
2992,6.0,0.0,0.010866388
2993,7.0,4.0,0.05301574
2994,5.0,1.0,0.2010573
2995,6.0,6.0,0.4844451
2996,1.0,1.0,0.15799232
2997,8.0,8.0,0.5095506
2998,7.0,7.0,0.12742414
2999,7.0,7.0,0.086029805
3000,5.0,5.0,0.2536309
3001,4.0,4.0,0.34464478
3002,7.0,9.0,0.12260819
3003,0.0,0.0,0.25605014
3004,1.0,1.0,0.14922215
3005,4.0,4.0,0.40725043
3006,1.0,1.0,0.14885215
3007,4.0,4.0,0.046786
3008,1.0,1.0,0.038887262
3009,5.0,3.0,0.06029608
3010,0.0,0.0,0.15650275
3011,7.0,9.0,0.35871392
3012,8.0,9.0,0.29335698
3013,1.0,1.0,0.22191775
3014,6.0,8.0,0.18833031
3015,5.0,5.0,0.07010216
3016,9.0,9.0,0.240642
3017,7.0,9.0,0.005021927
3018,0.0,0.0,0.4694678
3019,6.0,6.0,0.24964882
3020,6.0,6.0,0.38618445
3021,5.0,5.0,0.47214583
3022,1.0,1.0,0.1984486
3023,0.0,0.0,0.004470323
3024,4.0,3.0,0.026013214
3025,6.0,6.0,0.053726573
3026,2.0,2.0,0.12645474
3027,3.0,3.0,0.025653105
3028,5.0,9.0,0.10283016
3029,3.0,3.0,0.03291535
3030,2.0,7.0,0.3227766
3031,3.0,3.0,0.31394488
3032,1.0,1.0,0.016320674
3033,7.0,7.0,0.14931455
3034,2.0,2.0,0.17033164
3035,4.0,4.0,0.2074053
3036,6.0,9.0,0.048176646
3037,7.0,7.0,0.16999346
3038,9.0,9.0,0.06753351
3039,1.0,1.0,0.110661656
3040,0.0,0.0,0.19290933
3041,4.0,4.0,0.19045082
3042,6.0,6.0,0.25015444
3043,8.0,8.0,0.65127534
3044,5.0,5.0,0.28197196
3045,4.0,4.0,0.21522221
3046,0.0,0.0,0.062370278
3047,3.0,3.0,0.21896164
3048,6.0,6.0,0.107310556
3049,2.0,8.0,0.030414812
3050,1.0,7.0,0.06720858
3051,3.0,3.0,0.4830083
3052,8.0,8.0,0.26248777
3053,1.0,1.0,0.18228239
3054,4.0,4.0,0.17976472
3055,1.0,1.0,0.055743266
3056,7.0,7.0,0.08752182
3057,3.0,7.0,0.054056138
3058,2.0,7.0,0.31595042
3059,4.0,4.0,0.039281376
3060,2.0,2.0,0.35057738
3061,6.0,6.0,0.18155406
3062,4.0,4.0,0.13564761
3063,0.0,0.0,0.022844968
3064,2.0,2.0,0.044015158
3065,6.0,1.0,0.06848578
3066,1.0,1.0,0.45871994
3067,2.0,2.0,0.10130162
3068,6.0,6.0,0.24380222
3069,8.0,8.0,0.08999916
3070,5.0,5.0,0.16995543
3071,7.0,9.0,0.12934098
3072,4.0,4.0,0.23872344
3073,8.0,8.0,0.6406071
3074,9.0,9.0,0.32539356
3075,5.0,5.0,0.1011551
3076,0.0,0.0,0.2380813
3077,3.0,3.0,0.109478176
3078,0.0,3.0,0.3890409
3079,2.0,2.0,0.3256862
3080,1.0,1.0,0.07165351
3081,5.0,5.0,0.358235
3082,7.0,7.0,0.08195457
3083,0.0,8.0,0.067198
3084,3.0,3.0,0.13117868
3085,5.0,4.0,0.21003897
3086,4.0,4.0,0.39988023
3087,4.0,4.0,0.24845931
3088,1.0,1.0,0.020215895
3089,2.0,2.0,0.029717816
3090,8.0,8.0,0.5949724
3091,4.0,9.0,0.16546246
3092,5.0,5.0,0.08472198
3093,7.0,7.0,0.21106356
3094,6.0,6.0,0.110798374
3095,6.0,6.0,0.22814049
3096,2.0,0.0,0.28087133
3097,6.0,6.0,0.20964538
3098,2.0,2.0,0.3711464
3099,0.0,0.0,0.049828988
3100,7.0,8.0,0.20448999
3101,6.0,6.0,0.08186529
3102,5.0,5.0,0.023112828
3103,3.0,8.0,0.09663857
3104,9.0,9.0,0.30460143
3105,6.0,2.0,0.51509553
3106,6.0,6.0,0.018849159
3107,7.0,7.0,0.23730767
3108,8.0,8.0,0.09458452
3109,3.0,3.0,0.08650553
3110,1.0,1.0,0.40911275
3111,7.0,9.0,0.017239273
3112,6.0,8.0,0.21907413
3113,2.0,2.0,0.038703587
3114,2.0,7.0,0.17574473
3115,0.0,0.0,0.1818276
3116,8.0,8.0,0.115341425
3117,6.0,6.0,0.011120465
3118,6.0,7.0,0.5386944
3119,8.0,8.0,0.20144856
3120,8.0,8.0,0.3106867
3121,4.0,4.0,0.24238215
3122,2.0,2.0,0.004508607
3123,4.0,4.0,0.14448313
3124,8.0,8.0,0.14597932
3125,1.0,1.0,0.015061232
3126,2.0,2.0,0.0073271776
3127,2.0,2.0,0.3282303
3128,4.0,4.0,0.48705566
3129,0.0,0.0,0.38240203
3130,2.0,7.0,0.3126098
3131,5.0,5.0,0.42396322
3132,2.0,2.0,0.071978025
3133,2.0,2.0,0.2878127
3134,4.0,3.0,0.13307819
3135,0.0,0.0,0.40587014
3136,4.0,4.0,0.36640543
3137,2.0,2.0,0.18584251
3138,3.0,3.0,0.54779196
3139,1.0,1.0,0.23007637
3140,4.0,9.0,0.08774993
3141,5.0,5.0,0.21998967
3142,8.0,8.0,0.015768101
3143,5.0,5.0,0.12765883
3144,6.0,6.0,0.5696471
3145,5.0,5.0,0.05098728
3146,6.0,6.0,0.004879177
3147,5.0,1.0,0.3904363
3148,5.0,5.0,0.25478485
3149,6.0,6.0,0.42172274
3150,1.0,1.0,0.35303435
3151,7.0,7.0,0.013898856
3152,7.0,7.0,0.10239242
3153,5.0,5.0,0.2109026
3154,2.0,2.0,0.17096563
3155,5.0,5.0,0.06725913
3156,6.0,6.0,0.17218073
3157,3.0,3.0,0.21035017
3158,7.0,3.0,0.10098261
3159,0.0,0.0,0.24215764
3160,9.0,9.0,0.18336554
3161,1.0,1.0,0.07117037
3162,8.0,4.0,0.24317823
3163,6.0,6.0,0.10830607
3164,3.0,3.0,0.055594526
3165,5.0,9.0,0.62467045
3166,1.0,1.0,0.17988418
3167,4.0,4.0,0.076796584
3168,5.0,9.0,0.13650191
3169,2.0,2.0,0.043913614
3170,1.0,1.0,0.40409598
3171,4.0,4.0,0.36778387
3172,2.0,2.0,0.252326
3173,9.0,9.0,0.3565822
3174,0.0,0.0,0.5991076
3175,5.0,5.0,0.18170989
3176,5.0,5.0,0.10913646
3177,5.0,5.0,0.49715626
3178,5.0,8.0,0.24668315
3179,2.0,2.0,0.02143645
3180,1.0,1.0,0.056816284
3181,4.0,4.0,0.11826324
3182,6.0,6.0,0.31159127
3183,4.0,4.0,0.15181436
3184,7.0,7.0,0.21457906
3185,7.0,7.0,0.04423333
3186,1.0,1.0,0.4575921
3187,3.0,8.0,0.23311205
3188,0.0,0.0,0.2027136
3189,1.0,1.0,0.0126087535
3190,3.0,3.0,0.18896435
3191,3.0,8.0,0.16756311
3192,6.0,6.0,0.03538784
3193,7.0,7.0,0.07014373
3194,9.0,9.0,0.13266526
3195,0.0,0.0,0.06761289
3196,9.0,9.0,0.4073282
3197,5.0,5.0,0.46153393
3198,3.0,3.0,0.4074201
3199,1.0,1.0,0.44313082
3200,7.0,7.0,0.143447
3201,6.0,6.0,0.0088004
3202,6.0,6.0,0.00438094
3203,8.0,8.0,0.096702226
3204,6.0,6.0,0.33811972
3205,5.0,5.0,0.14919166
3206,8.0,9.0,0.2838797
3207,7.0,7.0,0.29096994
3208,6.0,6.0,0.063926116
3209,2.0,2.0,0.20286681
3210,6.0,6.0,0.691767
3211,5.0,5.0,0.044034246
3212,0.0,0.0,0.28030065
3213,1.0,1.0,0.09710604
3214,4.0,4.0,0.1034015
3215,8.0,8.0,0.14966993
3216,5.0,5.0,0.04205468
3217,2.0,2.0,0.19504881
3218,6.0,6.0,0.19851546
3219,5.0,8.0,0.22529197
3220,2.0,2.0,0.254067
3221,9.0,9.0,0.17086749
3222,4.0,6.0,0.3830363
3223,4.0,4.0,0.21722914
3224,1.0,1.0,0.31803063
3225,4.0,4.0,0.29818007
3226,6.0,6.0,0.37727228
3227,6.0,6.0,0.33408886
3228,4.0,4.0,0.3180285
3229,5.0,5.0,0.2011446
3230,4.0,4.0,0.024455952
3231,5.0,5.0,0.072338924
3232,1.0,1.0,0.21901451
3233,3.0,3.0,0.58443046
3234,8.0,8.0,0.04221777
3235,8.0,9.0,0.21927017
3236,6.0,6.0,0.11503626
3237,2.0,2.0,0.17195016
3238,2.0,2.0,0.19550909
3239,4.0,4.0,0.39748526
3240,4.0,8.0,0.104010634
3241,7.0,9.0,0.20556553
3242,8.0,8.0,0.47514516
3243,8.0,8.0,0.063254796
3244,7.0,7.0,0.3367765
3245,5.0,5.0,0.36093122
3246,2.0,2.0,0.1041607
3247,4.0,4.0,0.03465366
3248,3.0,3.0,0.53318954
3249,7.0,7.0,0.2014042
3250,5.0,5.0,0.46020955
3251,2.0,1.0,0.2504944
3252,3.0,7.0,0.04009006
3253,2.0,2.0,0.019229721
3254,6.0,6.0,0.16174424
3255,8.0,8.0,0.017505998
3256,4.0,4.0,0.22518112
3257,5.0,5.0,0.20902108
3258,5.0,5.0,0.8047198
3259,6.0,8.0,0.19769682
3260,1.0,1.0,0.13444819
3261,2.0,5.0,0.22537178
3262,6.0,6.0,0.32584
3263,6.0,6.0,0.11210387
3264,3.0,3.0,0.11955636
3265,3.0,3.0,0.20255274
3266,4.0,4.0,0.24089319
3267,6.0,6.0,0.27850544
3268,9.0,0.0,0.3149639
3269,4.0,4.0,0.39281094
3270,5.0,5.0,0.099012926
3271,0.0,0.0,0.08179622
3272,7.0,8.0,0.3510905
3273,7.0,7.0,0.25912115
3274,5.0,5.0,0.14142163
3275,6.0,6.0,0.10937088
3276,2.0,2.0,0.19447581
3277,4.0,4.0,0.052923936
3278,2.0,1.0,0.12619795
3279,5.0,9.0,0.16363877
3280,5.0,5.0,0.3189137
3281,3.0,3.0,0.14826833
3282,6.0,1.0,0.8043683
3283,2.0,2.0,0.32750553
3284,6.0,6.0,0.07666515
3285,6.0,6.0,0.14836106
3286,2.0,2.0,0.24160868
3287,1.0,1.0,0.1443999
3288,6.0,6.0,0.07125067
3289,6.0,4.0,0.28769037
3290,0.0,0.0,0.33493906
3291,7.0,7.0,0.6431642
3292,8.0,8.0,0.21364051
3293,0.0,0.0,0.20540771
3294,0.0,0.0,0.31767267
3295,5.0,5.0,0.045961715
3296,3.0,3.0,0.42028028
3297,0.0,0.0,0.19495757
3298,4.0,9.0,0.24624369
3299,2.0,2.0,0.25398263
3300,7.0,7.0,0.46809423
3301,8.0,8.0,0.18723923
3302,3.0,3.0,0.08736474
3303,2.0,2.0,0.23648258
3304,8.0,9.0,0.19238086
3305,7.0,7.0,0.02861755
3306,3.0,3.0,0.32096863
3307,8.0,8.0,0.012585049
3308,6.0,6.0,0.038703665
3309,3.0,3.0,0.17354754
3310,6.0,6.0,0.14434886
3311,8.0,8.0,0.2707905
3312,8.0,8.0,0.3520682
3313,4.0,4.0,0.031493068
3314,6.0,6.0,0.2532688
3315,0.0,0.0,0.3377982
3316,5.0,5.0,0.030922526
3317,8.0,8.0,0.023557417
3318,6.0,6.0,0.16467176
3319,7.0,4.0,0.047371924
3320,2.0,2.0,0.28894284
3321,3.0,3.0,0.34119675
3322,6.0,6.0,0.20581621
