predicted,targets,R_mean,R_min,R_max
9.0,9.0,0.09612784,0.020119302,0.17160189
8.0,8.0,0.05445904,0.0040713674,0.07207713
9.0,9.0,0.08481069,0.0091100335,0.15668286
2.0,2.0,0.30044606,0.27930847,0.31096727
9.0,9.0,0.09552967,0.039929256,0.11377655
1.0,1.0,0.19232127,0.1261707,0.25904292
3.0,3.0,0.6956893,0.6945076,0.7303301
9.0,9.0,0.5590609,0.51818156,0.59154165
6.0,6.0,0.18017288,0.1533045,0.24144557
7.0,7.0,0.8376077,0.7492968,0.87630016
5.0,5.0,0.42696977,0.36381155,0.4370089
1.0,1.0,0.28829938,0.26810527,0.35670322
6.0,6.0,0.3395705,0.30501705,0.38173226
7.0,7.0,0.3874302,0.37069535,0.39324024
4.0,4.0,0.33705646,0.2891656,0.39670354
5.0,5.0,0.35995734,0.28727323,0.39742213
8.0,8.0,0.08840495,0.086461484,0.12572908
6.0,6.0,0.77447015,0.6751169,0.8375576
3.0,3.0,0.57751596,0.51692516,0.6313358
6.0,6.0,0.36351764,0.3379865,0.40461358
4.0,4.0,0.19959638,0.14175093,0.244607
9.0,9.0,0.5398199,0.49242353,0.54830307
2.0,2.0,0.28660816,0.21583563,0.33891678
5.0,5.0,0.58986735,0.5792346,0.6369685
9.0,9.0,0.38463613,0.36305153,0.39873812
9.0,9.0,0.5006459,0.44818,0.57233304
1.0,1.0,0.23587573,0.16529907,0.33124763
4.0,4.0,0.25936475,0.16903964,0.26971915
9.0,9.0,0.2724363,0.18830779,0.35224724
9.0,9.0,0.14580671,0.11039142,0.18040639
2.0,2.0,0.3725525,0.3665967,0.46644032
4.0,4.0,0.634651,0.5569545,0.6542294
8.0,8.0,0.4341304,0.391465,0.5316544
6.0,6.0,0.20503484,0.15842953,0.21638036
4.0,4.0,0.3130323,0.31218168,0.35327485
0.0,0.0,1.3499191,1.3413007,1.4092236
3.0,3.0,0.36207095,0.30811793,0.4458465
1.0,1.0,0.29779553,0.2209517,0.3237484
3.0,3.0,0.26289606,0.22407463,0.26494348
6.0,6.0,0.22260994,0.16293477,0.28539592
0.0,0.0,0.19580455,0.14590621,0.21722212
0.0,0.0,0.91516614,0.84220344,0.9778638
4.0,4.0,0.15717536,0.059100606,0.19663966
9.0,9.0,0.5086388,0.42703152,0.5723856
9.0,9.0,0.3767749,0.3683274,0.39495614
8.0,8.0,0.098968625,0.036206707,0.14289956
2.0,2.0,0.32822472,0.2779499,0.40994292
6.0,6.0,1.2865086,1.1903995,1.3767022
2.0,2.0,0.24845155,0.20463353,0.3221208
9.0,9.0,0.7056261,0.632241,0.7090725
9.0,9.0,0.5350265,0.5181208,0.5908431
8.0,8.0,0.021889506,0.009428177,0.055895403
4.0,4.0,0.44805175,0.42836398,0.5322587
4.0,4.0,0.6552654,0.5738212,0.66610116
7.0,7.0,0.29830605,0.2372771,0.35332164
4.0,4.0,1.3334098,1.2420274,1.4070978
6.0,6.0,0.30741292,0.29863858,0.36420065
8.0,8.0,0.10249312,0.044716533,0.17406414
3.0,3.0,0.41185686,0.38022816,0.44626465
2.0,2.0,0.4111596,0.33422706,0.4834805
8.0,8.0,0.57415986,0.56703675,0.6585508
7.0,7.0,0.48347962,0.46102524,0.51560783
5.0,5.0,0.7821536,0.7110085,0.83978194
8.0,8.0,0.7265583,0.7243073,0.7596798
3.0,3.0,0.16323705,0.09889087,0.18200172
6.0,6.0,0.24893694,0.16583697,0.24973437
5.0,5.0,0.28555217,0.25589043,0.34887177
1.0,1.0,0.30528882,0.23139061,0.3616772
1.0,1.0,0.72861254,0.66607714,0.78692424
1.0,1.0,0.19370963,0.18471922,0.22038625
1.0,1.0,0.19862111,0.16272862,0.20751116
5.0,5.0,0.2622405,0.17553946,0.2910687
7.0,7.0,0.5254415,0.51105744,0.554747
1.0,1.0,0.87161386,0.8064383,0.89207006
9.0,9.0,0.47245336,0.38896912,0.50768936
3.0,3.0,0.15503661,0.13989188,0.22953728
5.0,5.0,0.39600107,0.35312638,0.42102107
2.0,2.0,0.16304748,0.0900854,0.16654412
9.0,9.0,0.006228958,0.0047244513,0.078875765
4.0,4.0,0.010039696,0.004479244,0.02039316
1.0,1.0,0.16733308,0.07146466,0.21930334
1.0,1.0,0.9357644,0.85785127,0.95499265
9.0,9.0,0.17831387,0.08450895,0.2592227
0.0,0.0,0.10378771,0.044755034,0.19123946
4.0,4.0,0.22096504,0.19837344,0.30343333
4.0,4.0,0.39353555,0.3713093,0.3966528
4.0,4.0,0.46126315,0.43675992,0.48621234
8.0,8.0,0.33733794,0.23917884,0.37089854
1.0,1.0,0.31526238,0.30274937,0.34622297
9.0,9.0,0.07044787,0.021664489,0.15567549
3.0,3.0,0.3201301,0.23495117,0.36672586
0.0,0.0,0.34477141,0.28933045,0.40917373
2.0,2.0,0.0447176,0.04110678,0.10977374
1.0,1.0,0.24482906,0.21521671,0.33820045
5.0,5.0,0.09882496,0.09332605,0.17784005
9.0,9.0,0.1188999,0.07298416,0.1963498
0.0,0.0,0.16863789,0.07914346,0.26310498
7.0,7.0,0.19086668,0.10029839,0.19673096
1.0,1.0,0.33158958,0.27925688,0.411363
9.0,9.0,0.22262686,0.19785047,0.2937509
7.0,7.0,0.21118844,0.19105586,0.27406272
5.0,5.0,0.35239923,0.32881576,0.42140394
8.0,8.0,0.1007056,0.08705842,0.120718256
5.0,5.0,0.26315913,0.18197784,0.27881324
2.0,2.0,0.28248197,0.28220287,0.34894073
6.0,6.0,0.21803704,0.20584446,0.28104305
7.0,7.0,0.2360334,0.22013885,0.31491223
3.0,3.0,0.36391824,0.2809319,0.41389987
7.0,7.0,0.56842774,0.5263852,0.5726296
8.0,8.0,1.0145284,0.9944307,1.0588765
7.0,7.0,0.5958826,0.50640595,0.60747385
9.0,9.0,0.13985352,0.12015721,0.2266271
5.0,5.0,0.33796585,0.33204338,0.38798332
4.0,4.0,0.18664166,0.16152206,0.2510708
6.0,6.0,0.43787247,0.401239,0.51990664
2.0,2.0,0.07259541,0.06754384,0.15507159
7.0,7.0,0.9116379,0.8451559,0.91352457
8.0,8.0,0.3163547,0.22266094,0.3343475
6.0,6.0,1.0227644,0.93038386,1.0254617
7.0,7.0,0.0020711315,0.0043192194,0.08484106
6.0,6.0,0.14840344,0.13890523,0.1908963
5.0,5.0,0.5650457,0.46558473,0.6464095
4.0,4.0,0.46756002,0.45946163,0.47610888
4.0,4.0,1.0621432,1.0459456,1.0640384
0.0,0.0,0.13841997,0.10568354,0.21256904
5.0,5.0,0.0053951056,0.0035538166,0.08087288
2.0,2.0,0.44253874,0.36910093,0.48621765
9.0,9.0,0.46054888,0.3748997,0.49617633
1.0,1.0,0.46961707,0.42057216,0.55998236
6.0,6.0,0.33961347,0.27046305,0.4147519
2.0,2.0,0.104456544,0.07095941,0.16110712
6.0,6.0,0.4109633,0.40064418,0.429488
9.0,9.0,0.14938912,0.105207995,0.1707456
7.0,7.0,1.3618069,1.3398023,1.4496207
7.0,7.0,0.7328953,0.71685106,0.8175756
9.0,9.0,0.37825263,0.3676308,0.40607986
3.0,3.0,0.49334213,0.40205765,0.5023032
9.0,9.0,0.6690412,0.5880288,0.74079263
0.0,0.0,0.26868784,0.17143293,0.30743194
9.0,9.0,0.16708602,0.08432337,0.19106829
5.0,5.0,0.42910296,0.4127515,0.45960516
1.0,1.0,0.9634343,0.8800233,0.9818612
1.0,1.0,0.12683198,0.120142475,0.14529438
8.0,8.0,0.29188046,0.2876385,0.38849443
8.0,8.0,0.08471302,0.03390583,0.0998083
8.0,8.0,0.17800649,0.08936091,0.24932349
2.0,2.0,0.08424825,0.046418574,0.12047411
0.0,0.0,0.5752436,0.5436472,0.59040844
7.0,7.0,0.16271241,0.1492218,0.22654322
8.0,8.0,0.38020554,0.30012345,0.47529787
8.0,8.0,0.904776,0.8785897,0.9999019
6.0,6.0,0.37372184,0.29702598,0.46598768
2.0,2.0,0.1292671,0.11558493,0.20457205
2.0,2.0,0.356413,0.30921814,0.36449227
8.0,8.0,0.31615245,0.2969858,0.37289906
3.0,3.0,1.3478044,1.32934,1.3969857
3.0,3.0,0.021228777,0.0031548825,0.11387329
0.0,0.0,0.61502516,0.5179523,0.7136557
4.0,4.0,0.30112752,0.20519483,0.3838852
7.0,7.0,0.13869905,0.053721875,0.18470696
6.0,6.0,0.29893303,0.27288616,0.37077942
2.0,2.0,0.03200866,0.00032074927,0.1018372
5.0,5.0,0.17440161,0.16119954,0.25547653
2.0,2.0,0.28195044,0.2342129,0.28662887
8.0,8.0,0.19553147,0.10637872,0.28379542
7.0,7.0,0.39477172,0.3566123,0.39945167
9.0,9.0,0.40672532,0.40077567,0.46851993
8.0,8.0,0.11411541,0.07254212,0.1466453
8.0,8.0,0.22428994,0.13486253,0.2793882
3.0,3.0,0.74431634,0.7391889,0.80124223
6.0,6.0,0.30513728,0.26530632,0.3546894
2.0,2.0,0.22250985,0.16594443,0.29738408
6.0,6.0,0.21762161,0.15969636,0.26252922
6.0,6.0,0.7494097,0.6774112,0.8125768
7.0,7.0,0.015391152,0.0039201262,0.025470704
8.0,8.0,0.14798117,0.0664959,0.15589844
9.0,9.0,0.20769827,0.14134422,0.28153092
4.0,4.0,0.061893944,0.03851708,0.1072312
3.0,3.0,0.053743258,0.042872198,0.078370355
0.0,0.0,0.08716401,0.015959471,0.10608289
6.0,6.0,0.5966528,0.5698283,0.66497284
9.0,9.0,0.54135644,0.5169426,0.6315397
0.0,0.0,0.31212547,0.26689467,0.39413086
6.0,6.0,0.051848356,0.024978075,0.07202531
4.0,4.0,0.5210214,0.47109982,0.5793658
2.0,2.0,0.32472387,0.31368086,0.36941445
8.0,8.0,1.0044099,0.9499615,1.0574069
0.0,0.0,0.6721303,0.5842987,0.726787
1.0,1.0,0.57620674,0.5596233,0.6228437
9.0,9.0,0.09447951,0.005620621,0.12974124
8.0,8.0,0.6483223,0.61436117,0.73748934
2.0,2.0,0.7031082,0.68016106,0.7382151
7.0,7.0,0.48088965,0.3868701,0.5262639
3.0,3.0,0.880585,0.8642266,0.9132485
3.0,3.0,0.88268805,0.818593,0.9781203
2.0,2.0,0.5876376,0.5580378,0.6524199
2.0,2.0,0.03217209,0.0043255026,0.09497487
2.0,2.0,1.0497695,0.9643426,1.0615326
4.0,4.0,0.23189439,0.14829862,0.31677103
8.0,8.0,0.3162894,0.2257061,0.4120368
7.0,7.0,0.31523043,0.30563882,0.33503565
9.0,9.0,0.080457695,0.004836886,0.17972368
8.0,8.0,0.1210702,0.078367546,0.18559356
5.0,5.0,0.23269281,0.19929078,0.312647
8.0,8.0,0.29158485,0.20225,0.37423778
5.0,5.0,0.5194954,0.43273613,0.5220228
4.0,4.0,0.1720246,0.14018473,0.23435763
1.0,1.0,0.1798421,0.15087396,0.22915709
7.0,7.0,0.30485183,0.2808583,0.35533085
9.0,9.0,0.30965528,0.22755879,0.365082
7.0,7.0,0.11247822,0.01639229,0.2008901
7.0,7.0,0.32398146,0.31478393,0.3991629
5.0,5.0,0.17679685,0.11346327,0.18258063
5.0,5.0,0.621253,0.5464415,0.7002261
0.0,0.0,0.065756336,0.019383516,0.13009353
0.0,0.0,0.1481399,0.13550569,0.16272782
2.0,2.0,0.45017368,0.36406007,0.49325058
8.0,8.0,0.30099618,0.23603736,0.3559203
4.0,4.0,0.006640869,0.0032577105,0.024084408
7.0,7.0,0.273988,0.24225593,0.35418582
9.0,9.0,0.0014716545,0.0039729993,0.08953386
5.0,5.0,0.3790971,0.36535907,0.47347936
5.0,5.0,0.036593895,0.00038310586,0.067407236
9.0,9.0,0.8860482,0.84586275,0.90119827
2.0,2.0,0.24844179,0.21174207,0.32626316
1.0,1.0,0.2754208,0.23551239,0.29414597
8.0,8.0,0.10022081,0.025243014,0.12036455
9.0,9.0,0.18487845,0.15505373,0.20158838
1.0,1.0,0.4171024,0.39674112,0.51211613
3.0,3.0,1.1129115,1.032435,1.1665902
9.0,9.0,1.4077425,1.3440218,1.4600399
6.0,6.0,0.53372616,0.45673624,0.55837905
7.0,7.0,0.35389277,0.31498978,0.44961366
9.0,9.0,0.03891406,0.00015377521,0.11156085
3.0,3.0,0.027376112,0.0005824801,0.12345581
7.0,7.0,0.3281254,0.23751366,0.3956181
3.0,3.0,0.30933914,0.26462275,0.3685423
0.0,0.0,0.2553235,0.16038667,0.29360512
4.0,4.0,0.6005845,0.5049206,0.6746426
2.0,2.0,0.6556417,0.57514584,0.7036362
7.0,7.0,0.08058918,0.073467284,0.13572657
2.0,2.0,0.107466385,0.088098705,0.10983284
0.0,0.0,0.5517991,0.46535063,0.60067016
4.0,4.0,0.4402944,0.43068296,0.4452602
4.0,4.0,0.52787924,0.43388316,0.6071513
2.0,2.0,0.08735818,0.047297172,0.09522003
0.0,0.0,0.014591966,0.0034019395,0.057373147
4.0,4.0,0.23109052,0.13252884,0.2573739
6.0,6.0,0.33264333,0.24439299,0.3380575
2.0,2.0,0.72720826,0.68982583,0.74955374
0.0,0.0,0.56162584,0.49836224,0.5965126
1.0,1.0,0.8292677,0.808758,0.8341901
4.0,4.0,0.12284848,0.053420015,0.12704304
6.0,6.0,0.084342755,0.030386683,0.118763685
7.0,7.0,0.40590593,0.32479918,0.48195055
3.0,3.0,0.19723319,0.15340829,0.25760007
3.0,3.0,0.16622369,0.07954213,0.1858625
3.0,3.0,0.1661409,0.15003951,0.20335469
8.0,8.0,0.85841304,0.7711151,0.9054146
5.0,5.0,0.5824281,0.57084316,0.66893196
1.0,1.0,0.9478552,0.9122231,0.9828346
2.0,2.0,0.23987222,0.18923059,0.32034004
5.0,5.0,0.284292,0.2366566,0.2892032
8.0,8.0,1.1870992,1.1026794,1.1914021
2.0,2.0,0.17364958,0.15983203,0.2146563
9.0,9.0,0.959337,0.94435453,0.9958917
3.0,3.0,0.2468896,0.14803788,0.25960505
6.0,6.0,0.7239048,0.6372367,0.82045734
2.0,2.0,0.0036120166,0.0012167081,0.073563956
0.0,0.0,0.59097314,0.5468685,0.61459017
7.0,7.0,0.16555989,0.08908335,0.19515032
0.0,0.0,0.27384314,0.18714754,0.31553176
8.0,8.0,0.82879895,0.82497156,0.8957568
0.0,0.0,0.28321657,0.2137554,0.3054194
2.0,2.0,0.09335475,0.052580096,0.10662402
2.0,2.0,0.27648523,0.24648204,0.37370938
4.0,4.0,0.08029678,0.02620272,0.08390254
4.0,4.0,0.30384746,0.2737127,0.36325246
5.0,5.0,1.248824,1.2145662,1.2582628
1.0,1.0,0.62582725,0.6060844,0.7195748
0.0,0.0,0.15423597,0.11999805,0.21205303
6.0,6.0,0.32248276,0.2970575,0.3643507
6.0,6.0,0.34638625,0.34034836,0.43613228
4.0,4.0,0.104472734,0.07205817,0.18146688
0.0,0.0,0.2639237,0.25319293,0.3216212
5.0,5.0,0.23677053,0.21740846,0.23941891
7.0,7.0,0.2641932,0.21537687,0.3160623
6.0,6.0,0.37121654,0.3000396,0.4250853
8.0,8.0,0.5943515,0.5491912,0.65633273
9.0,9.0,0.9860081,0.95754945,1.0823234
2.0,2.0,0.47050256,0.40178746,0.52479637
3.0,3.0,0.84824175,0.8070288,0.9463016
6.0,6.0,0.7491531,0.67507505,0.8311299
9.0,9.0,0.12001631,0.080641404,0.13470502
0.0,0.0,0.16577898,0.109033324,0.2482484
0.0,0.0,0.3623048,0.27308628,0.44035077
8.0,8.0,0.54878056,0.5456587,0.61532754
0.0,0.0,0.05742898,0.0014604112,0.094880626
7.0,7.0,0.257439,0.16618192,0.30783123
3.0,3.0,0.70431393,0.6126519,0.7757029
6.0,6.0,0.34084895,0.30198908,0.400957
3.0,3.0,0.5710285,0.5100082,0.6644326
9.0,9.0,0.25364983,0.22698474,0.30681068
1.0,1.0,0.681709,0.6356564,0.6964725
8.0,8.0,0.9005945,0.8156315,0.9755846
9.0,9.0,0.1380583,0.10002737,0.20130542
0.0,0.0,0.08014847,0.055399343,0.16481596
6.0,6.0,0.55794954,0.48591307,0.59730303
0.0,0.0,0.004064276,0.0011273986,0.025012527
7.0,7.0,0.10039843,0.07760742,0.14671849
7.0,7.0,0.3085947,0.2446945,0.37610656
9.0,9.0,0.214637,0.1205171,0.26989093
2.0,2.0,0.6010359,0.55591863,0.65518147
3.0,3.0,0.12215496,0.0510647,0.12804909
0.0,0.0,0.035936747,0.0033673842,0.06686712
1.0,1.0,0.59625876,0.5833839,0.61617893
0.0,0.0,1.004273,0.9928532,1.0120656
1.0,1.0,0.4246115,0.37651205,0.5043178
4.0,4.0,0.40273908,0.35018086,0.44725883
5.0,5.0,0.26325235,0.24758284,0.322446
8.0,8.0,0.35126534,0.26775968,0.36105707
0.0,0.0,0.4226262,0.3275633,0.4757612
3.0,3.0,0.38999474,0.38209844,0.41047
0.0,0.0,0.5116311,0.4292042,0.5768313
0.0,0.0,0.6331575,0.55185264,0.6468594
7.0,7.0,0.5907188,0.57122636,0.67967665
5.0,5.0,0.13454697,0.13382249,0.14850473
0.0,0.0,0.4440353,0.4062344,0.52228546
5.0,5.0,0.49452192,0.44537172,0.5119149
1.0,1.0,0.53655595,0.5345307,0.5563418
9.0,9.0,0.2213105,0.15682697,0.22650194
2.0,2.0,0.2113921,0.15476592,0.3085146
4.0,4.0,0.058055103,0.01684295,0.06670416
3.0,3.0,0.28883702,0.26234156,0.29915348
1.0,1.0,0.25431654,0.20393184,0.3441857
4.0,4.0,0.01317654,0.0030245772,0.042982467
9.0,9.0,0.12770532,0.06022548,0.21307558
4.0,4.0,0.9273439,0.9006779,0.9690035
1.0,1.0,0.41303104,0.37111026,0.42358974
0.0,0.0,0.3688239,0.3122721,0.45052335
5.0,5.0,0.2805346,0.19171597,0.3104739
0.0,0.0,0.29457253,0.29401514,0.34691882
1.0,1.0,0.40787488,0.3269418,0.45752022
7.0,7.0,0.5611574,0.544993,0.6354707
5.0,5.0,0.41301674,0.33711034,0.50766945
2.0,2.0,0.5197791,0.46585488,0.6135045
8.0,8.0,0.5349529,0.5228371,0.6159262
1.0,1.0,0.94758344,0.9403515,0.9658288
2.0,2.0,0.6745807,0.5870089,0.7031265
2.0,2.0,0.5593227,0.5039084,0.56250894
0.0,0.0,0.81045085,0.793772,0.9050289
7.0,7.0,0.4298273,0.35270923,0.50021416
0.0,0.0,0.55797577,0.5201594,0.5921826
5.0,5.0,0.7240654,0.68682116,0.77830297
5.0,5.0,0.59799933,0.5516979,0.6904531
6.0,6.0,0.04980931,0.046490457,0.07615981
5.0,5.0,1.0534713,1.0059235,1.1198742
4.0,4.0,0.15665562,0.14585201,0.20497225
1.0,1.0,0.6416076,0.5724731,0.64424556
7.0,7.0,0.24882191,0.23952813,0.34739748
3.0,3.0,0.1540122,0.07548236,0.19712193
7.0,7.0,1.0128161,0.9376003,1.0968564
1.0,1.0,0.13667457,0.11623966,0.22135195
6.0,6.0,0.12793125,0.11503522,0.21302688
4.0,4.0,0.072523035,0.013665058,0.1575034
0.0,0.0,0.057292446,0.039198752,0.11433232
3.0,3.0,0.094633326,0.08247614,0.14432159
3.0,3.0,0.13772967,0.088423185,0.14987904
9.0,9.0,0.80228347,0.74715227,0.881997
2.0,2.0,0.59246427,0.50985765,0.6744353
7.0,7.0,0.29920858,0.2533162,0.37634578
5.0,5.0,1.1336124,1.0626556,1.19106
3.0,3.0,0.019082583,0.002094356,0.07577462
9.0,9.0,0.18308993,0.09540912,0.21212347
8.0,8.0,0.2630966,0.24540567,0.2687489
9.0,9.0,0.37904686,0.3608335,0.45050222
1.0,1.0,0.21885951,0.1561085,0.22672397
6.0,6.0,0.113567084,0.017983384,0.18187746
7.0,7.0,0.0037396064,0.0012677526,0.04810561
5.0,5.0,0.53690654,0.4395461,0.6246905
1.0,1.0,0.04293113,0.023464948,0.056633174
3.0,3.0,0.3175403,0.28350082,0.33508703
1.0,1.0,0.5433325,0.49956974,0.59220433
1.0,1.0,0.061221633,0.00046052632,0.12607259
6.0,6.0,0.18445475,0.16834585,0.27077585
6.0,6.0,0.086394355,0.066678464,0.16259846
7.0,7.0,0.90905803,0.8632264,0.9768476
5.0,5.0,0.23258518,0.1386376,0.27511266
1.0,1.0,0.18728574,0.10804258,0.2395223
2.0,2.0,0.28507346,0.25427267,0.38111496
2.0,2.0,0.09973197,0.06207997,0.10965544
5.0,5.0,0.10112807,0.029778741,0.17284021
5.0,5.0,0.35304794,0.34119946,0.36037338
3.0,3.0,0.67527,0.58225167,0.7675523
8.0,8.0,0.13971788,0.099881634,0.19184332
0.0,0.0,0.01615916,0.0040465402,0.06630662
1.0,1.0,0.7347207,0.6611542,0.7844035
5.0,5.0,0.44069564,0.37076092,0.4475341
2.0,2.0,0.5169945,0.48523223,0.5190796
1.0,1.0,0.4873001,0.48586395,0.5139845
4.0,4.0,0.025426956,0.003266218,0.06164097
9.0,9.0,0.6753414,0.6407148,0.691151
6.0,6.0,0.472087,0.38073316,0.5229799
8.0,8.0,0.54705113,0.5276862,0.5626132
2.0,2.0,0.4529142,0.4000646,0.5458759
7.0,7.0,0.21777959,0.16317244,0.25115463
5.0,5.0,0.47265187,0.43104303,0.5389432
6.0,6.0,0.83319795,0.7735558,0.84214526
7.0,7.0,0.35140258,0.329642,0.4387412
2.0,2.0,0.16941643,0.16077223,0.20595321
2.0,2.0,0.49471542,0.43135774,0.52437073
9.0,9.0,0.038881607,0.0006508839,0.06864708
2.0,2.0,0.12489281,0.08048935,0.1797089
4.0,4.0,0.044362366,0.008671455,0.13168769
6.0,6.0,0.10308912,0.059670698,0.17449193
6.0,6.0,0.07269385,0.0014618473,0.14379466
6.0,6.0,0.13636251,0.07275585,0.22597468
5.0,5.0,0.43581834,0.3972766,0.5111656
7.0,7.0,0.25602514,0.20505488,0.29378173
1.0,1.0,0.23032358,0.13525565,0.2589057
0.0,0.0,0.39967003,0.3902792,0.45233458
8.0,8.0,0.4647697,0.44682464,0.51870894
3.0,3.0,0.12870182,0.07052178,0.16768591
5.0,5.0,0.1094202,0.07621688,0.16598444
9.0,9.0,0.72140396,0.7103944,0.78400314
1.0,1.0,0.78624725,0.7163124,0.7936365
0.0,0.0,0.31301436,0.24155447,0.37452143
1.0,1.0,0.033718187,0.004837315,0.080144495
4.0,4.0,1.0652468,0.9664709,1.1500239
6.0,6.0,0.5368105,0.4625287,0.6309335
4.0,4.0,0.56159604,0.48489085,0.6270319
5.0,5.0,0.21269055,0.1614885,0.28116834
6.0,6.0,0.87500477,0.82438993,0.9207796
7.0,7.0,0.37436917,0.32611665,0.4257325
7.0,7.0,0.46607676,0.4515263,0.52058434
5.0,5.0,0.8810606,0.8394411,0.97894245
4.0,4.0,0.3175927,0.2958305,0.4067794
8.0,8.0,0.17707632,0.13062154,0.24173543
5.0,5.0,0.5235863,0.47370008,0.55819464
7.0,7.0,0.33423135,0.2625689,0.39287114
6.0,6.0,0.06931215,0.027528014,0.08502833
6.0,6.0,0.60307986,0.5860742,0.69439167
2.0,2.0,0.28885964,0.26008424,0.32388622
6.0,6.0,0.26051885,0.1861927,0.3448221
5.0,5.0,0.57177454,0.5133192,0.5802361
4.0,4.0,0.5721718,0.5169775,0.6377274
4.0,4.0,0.6763171,0.6725547,0.7084582
8.0,8.0,0.36220434,0.27090642,0.42890066
4.0,4.0,1.1578851,1.1421378,1.2492708
0.0,0.0,0.4831177,0.44877997,0.5037965
0.0,0.0,0.075912796,0.066144265,0.13884708
6.0,6.0,0.44420862,0.36941355,0.53583443
2.0,2.0,0.44379064,0.35645503,0.45609948
8.0,8.0,0.11910697,0.06888898,0.14960256
0.0,0.0,0.43554118,0.38414848,0.46452254
7.0,7.0,0.13253646,0.11235495,0.17260101
3.0,3.0,0.2117105,0.13340214,0.21228671
4.0,4.0,0.33504072,0.31096044,0.34199739
3.0,3.0,0.3157914,0.26080224,0.3410543
6.0,6.0,0.56627846,0.54272723,0.6638291
6.0,6.0,0.21662098,0.212062,0.29957289
3.0,3.0,0.7473739,0.744658,0.8191513
9.0,9.0,0.009531567,0.001083523,0.016505662
2.0,2.0,0.28776324,0.2782538,0.3767115
7.0,7.0,0.59738487,0.5264444,0.6682277
4.0,4.0,0.75542367,0.70640326,0.8189143
0.0,0.0,0.2611504,0.21570213,0.3577207
3.0,3.0,0.07019106,0.0026784947,0.07280449
3.0,3.0,0.45830896,0.41904697,0.5193298
7.0,7.0,0.355731,0.26383936,0.35732576
4.0,4.0,0.035302803,0.004934401,0.06450984
0.0,0.0,0.25855345,0.1816032,0.35068354
5.0,5.0,0.25313252,0.23152834,0.33329833
3.0,3.0,0.23932634,0.16405934,0.24640389
3.0,3.0,0.06505983,0.006440591,0.10183111
5.0,5.0,0.5632553,0.5387158,0.61386913
0.0,0.0,0.22749412,0.14974926,0.30809832
4.0,4.0,0.17469269,0.12505083,0.2346245
0.0,0.0,0.3837622,0.36171702,0.3857042
1.0,1.0,0.13258019,0.061650164,0.17732765
0.0,0.0,0.7631541,0.6946888,0.7881533
3.0,3.0,0.09898079,0.015339889,0.11941793
8.0,8.0,0.47238547,0.45754176,0.5556012
3.0,3.0,0.28025484,0.22889297,0.3075551
0.0,0.0,0.414814,0.36490944,0.42032686
9.0,9.0,0.30220267,0.26920432,0.36318985
1.0,1.0,0.90091044,0.8898198,0.9069663
7.0,7.0,0.596191,0.5412331,0.6681379
1.0,1.0,0.5404586,0.5245055,0.551158
2.0,2.0,0.2895437,0.23169601,0.31440413
3.0,3.0,0.011733553,0.0021071213,0.04112394
0.0,0.0,0.36660138,0.3389129,0.41567436
6.0,6.0,0.2615959,0.2553065,0.35002375
0.0,0.0,0.52344894,0.5171732,0.5508057
2.0,2.0,0.17532264,0.16629097,0.18062095
1.0,1.0,1.669499,1.6649392,1.705356
5.0,5.0,0.2931541,0.20082462,0.29586622
8.0,8.0,0.044920463,0.00084312435,0.087857544
2.0,2.0,0.044644415,0.0080899,0.11212386
8.0,8.0,0.6189316,0.5386052,0.7088487
1.0,1.0,0.15091209,0.1282275,0.19078998
2.0,2.0,0.4800122,0.45158592,0.5775957
2.0,2.0,0.1007676,0.021578878,0.17793573
8.0,8.0,0.09570928,0.010260902,0.13418454
9.0,9.0,0.4192198,0.3942306,0.5013604
1.0,1.0,0.384695,0.33060914,0.42376843
2.0,2.0,0.19134527,0.1868269,0.27434832
2.0,2.0,0.064771526,0.059413575,0.08108698
8.0,8.0,0.019115366,0.0042560874,0.060078338
2.0,2.0,0.6189184,0.5339007,0.62404877
7.0,7.0,0.32876793,0.24986663,0.40160397
5.0,5.0,0.27839437,0.2543417,0.32615104
5.0,5.0,0.8046576,0.7692931,0.8047268
1.0,1.0,0.50010717,0.4909166,0.56940466
1.0,1.0,0.3870154,0.32493243,0.45062184
2.0,2.0,0.053164955,0.014441684,0.07939705
3.0,3.0,0.005749683,0.0005118828,0.07768363
0.0,0.0,0.6635186,0.58954394,0.66742736
0.0,0.0,0.23823407,0.21866816,0.25481308
7.0,7.0,0.08224027,0.00097590237,0.12494169
4.0,4.0,0.28755254,0.22382809,0.2913412
4.0,4.0,1.1366264,1.0852891,1.2280707
1.0,1.0,0.009649705,0.004059669,0.1088731
0.0,0.0,0.56749666,0.4680284,0.60635465
8.0,8.0,0.23855036,0.18836775,0.2726152
2.0,2.0,0.34818074,0.27683127,0.41235417
4.0,4.0,0.17010394,0.15535,0.21624997
7.0,7.0,0.07954034,0.03054643,0.110051945
6.0,6.0,0.03628516,0.011978043,0.12443368
6.0,6.0,0.2538339,0.20825008,0.30547705
3.0,3.0,0.4695057,0.45851883,0.5510852
3.0,3.0,0.660407,0.63207144,0.67814994
2.0,2.0,0.12815128,0.047527693,0.1850199
9.0,9.0,0.25204247,0.20065168,0.29968223
1.0,1.0,0.024233364,0.0029472548,0.105239175
9.0,9.0,0.23004718,0.15854648,0.25325984
2.0,2.0,0.07000557,0.04684465,0.12566513
6.0,6.0,0.4659928,0.43377662,0.48324043
